,location,total_sqft,bath,balcony,price,bhk
5533,Kengeri,1220.0,2,2,63.0,2
5534,Kengeri,1150.0,1,0,52.0,1
5535,Kengeri,1192.0,2,2,53.5,2
5537,Kengeri,750.0,2,1,40.0,2
5538,Kengeri,600.0,1,1,35.0,1
5540,Kengeri,1035.0,2,1,51.5,2
5541,Kengeri,3000.0,5,2,130.0,8
5542,Kengeri,410.0,1,1,15.0,1
5543,Kengeri,400.0,1,1,25.0,1
5544,Kengeri,416.0,1,1,17.19,1
5547,Kengeri,2500.0,4,3,100.0,5
5548,Kengeri,550.0,1,1,16.75,1
5549,Kengeri Hobli,600.0,2,0,30.0,3
5550,Kengeri Hobli,1840.0,1,0,95.0,2
5551,Kengeri Satellite Town,890.0,2,1,35.0,2
5552,Kengeri Satellite Town,883.0,2,1,45.0,2
5553,Kengeri Satellite Town,1415.0,2,3,66.0,3
5554,Kengeri Satellite Town,930.0,1,1,30.0,1
5555,Kengeri Satellite Town,1635.0,2,2,78.0,3
5556,Kengeri Satellite Town,1050.0,2,2,43.0,2
5557,Kengeri Satellite Town,1007.0,2,3,42.0,2
5558,Kengeri Satellite Town,1043.0,2,2,65.0,2
5559,Kengeri Satellite Town,635.0,1,1,22.0,2
5560,Kengeri Satellite Town,818.0,2,1,26.0,2
5561,Kengeri Satellite Town,1030.0,2,2,50.0,2
5562,Kengeri Satellite Town,1200.0,2,1,65.0,2
5563,Kengeri Satellite Town,795.0,2,2,32.0,2
5564,Kengeri Satellite Town,560.0,2,1,16.6,2
5565,Kengeri Satellite Town,1302.5,2,0,44.285,2
5566,Kengeri Satellite Town,800.0,2,1,40.0,2
5567,Kengeri Satellite Town,654.0,1,1,22.0,1
5568,Kengeri Satellite Town,1060.0,2,3,42.0,2
5569,Kengeri Satellite Town,750.0,2,1,33.0,2
5570,Kengeri Satellite Town,920.0,2,3,39.0,2
5571,Kengeri Satellite Town,985.0,2,2,42.0,2
5572,Kengeri Satellite Town,2480.0,2,1,160.0,2
5573,Kengeri Satellite Town,410.0,1,1,15.0,1
5574,Kengeri Satellite Town,1120.0,2,2,49.0,2
5576,Kengeri Satellite Town,1200.0,5,2,70.0,5
5577,Kengeri Satellite Town,936.0,2,1,60.84,4
5578,Kengeri Satellite Town,1110.0,2,1,43.0,2
5579,Kengeri Satellite Town,1170.0,2,3,50.0,2
5580,Kengeri Satellite Town,777.4,2,0,25.0,2
5581,Kengeri Satellite Town,1025.0,2,1,28.57,2
5583,Kengeri Satellite Town,800.0,2,1,32.0,2
5584,Kereguddadahalli,950.0,2,1,32.0,2
5585,Kereguddadahalli,1400.0,2,2,48.0,3
5586,Kereguddadahalli,800.0,2,2,28.0,2
5587,Kereguddadahalli,904.0,2,1,30.0,2
5589,Kereguddadahalli,1000.0,2,2,30.0,2
5590,Kereguddadahalli,1240.0,3,2,41.0,3
5591,Kereguddadahalli,600.0,1,1,19.5,1
5592,Kereguddadahalli,1080.0,2,2,32.0,2
5593,Kereguddadahalli,1000.0,2,1,34.0,2
5594,Kereguddadahalli,1105.0,2,2,27.6,2
5596,Kereguddadahalli,800.0,2,1,33.0,2
5598,Kereguddadahalli,1015.0,2,1,35.0,2
5599,Keshava Nagar,1839.0,3,3,165.0,3
5600,Keshava Nagar,1904.0,3,3,155.0,3
5601,Keshava Nagar,1517.0,2,2,125.0,2
5602,Keshava Nagar,1839.0,3,3,160.0,3
5603,Kirloskar Layout,2400.0,4,2,89.0,4
5604,Kirloskar Layout,750.0,3,1,88.0,5
5605,Kithaganur,1200.0,2,0,62.0,2
5606,Kithaganur,1200.0,3,1,70.0,3
5607,Kodathi,850.0,2,2,27.0,2
5608,Kodathi,1033.0,2,2,31.5,3
5609,Kodathi,829.0,2,1,22.8,2
5610,Kodbisanhalli,1976.0,3,1,184.0,3
5611,Kodbisanhalli,1012.0,2,1,59.0,2
5612,Kodbisanhalli,1012.0,2,2,59.0,2
5613,Kodbisanhalli,1480.0,3,2,75.0,3
5614,Kodbisanhalli,1430.0,3,2,70.0,3
5615,Kodbisanhalli,1245.0,1,3,60.0,2
5616,Kodbisanhalli,1012.0,2,1,62.0,2
5617,Kodichikkanahalli,1190.0,2,2,57.0,3
5618,Kodichikkanahalli,995.0,2,1,41.0,2
5619,Kodichikkanahalli,650.0,1,2,38.0,1
5620,Kodichikkanahalli,2700.0,7,2,125.0,5
5621,Kodichikkanahalli,1495.0,2,2,75.0,3
5622,Kodichikkanahalli,3250.0,4,1,180.0,4
5623,Kodichikkanahalli,1125.0,2,1,52.0,2
5624,Kodichikkanahalli,1150.0,2,3,48.0,2
5625,Kodichikkanahalli,1070.0,2,3,43.0,2
5626,Kodichikkanahalli,1620.0,2,2,85.0,3
5628,Kodichikkanahalli,1025.0,2,2,66.0,2
5629,Kodichikkanahalli,1026.0,2,1,45.0,2
5630,Kodichikkanahalli,2500.0,7,0,125.0,5
5631,Kodichikkanahalli,450.0,1,1,18.0,1
5632,Kodichikkanahalli,907.0,2,2,38.5,2
5633,Kodichikkanahalli,1181.0,2,2,57.0,2
5634,Kodichikkanahalli,900.0,2,1,42.0,2
5636,Kodichikkanahalli,1680.0,2,3,59.0,2
5637,Kodichikkanahalli,1400.0,3,3,66.0,3
5638,Kodichikkanahalli,976.0,2,1,50.0,2
5639,Kodichikkanahalli,2700.0,4,2,125.0,5
5640,Kodichikkanahalli,1299.0,2,3,58.0,2
5641,Kodichikkanahalli,900.0,2,1,35.0,2
5642,Kodigehaali,1166.0,2,2,55.0,2
5643,Kodigehaali,1320.0,3,0,65.0,3
5644,Kodigehaali,1117.0,2,2,56.0,2
5645,Kodigehaali,1200.0,2,1,55.0,2
5646,Kodigehaali,1200.0,2,2,60.0,2
5647,Kodigehaali,2120.0,3,2,177.0,3
5648,Kodigehaali,1013.0,2,1,51.0,2
5649,Kodigehaali,1324.0,3,2,65.0,3
5650,Kodigehaali,965.0,2,1,38.0,2
5651,Kodigehaali,866.0,2,2,32.0,2
5652,Kodigehaali,1442.0,3,2,80.0,3
5653,Kodigehalli,1270.0,2,1,98.0,2
5654,Kodigehalli,655.0,1,1,53.0,1
5655,Kodigehalli,1820.0,3,2,150.0,3
5656,Kodigehalli,500.0,1,0,55.0,2
5657,Kodigehalli,600.0,3,2,85.0,4
5658,Kodigehalli,1200.0,4,1,156.0,3
5659,Kodihalli,3252.0,5,3,335.0,4
5660,Kodihalli,2700.0,4,1,270.0,3
5661,Kodihalli,2392.0,4,2,260.0,3
5662,Kodihalli,2408.0,4,2,260.0,3
5663,Kodihalli,2500.0,4,1,260.0,3
5664,Kodihalli,1620.0,3,2,130.0,3
5665,Kodihalli,3260.0,5,3,388.0,4
5666,Kodihalli,3197.0,5,2,335.0,4
5667,Kodihalli,1490.0,2,1,150.0,2
5668,Kodipalya,1440.0,4,0,88.0,4
5669,Kodipalya,418.0,1,1,17.0,1
5670,Kogilu,1909.0,3,2,88.0,3
5672,Kogilu,1170.0,2,1,51.99,2
5673,Kogilu,650.0,2,0,28.0,2
5674,Kogilu,1140.0,2,1,50.66,2
5675,Kogilu,1200.0,2,1,53.33,2
5676,Kogilu,1934.0,3,2,150.0,3
5677,Kogilu,540.0,1,0,36.0,1
5678,Kogilu,1559.0,3,2,127.0,3
5679,Kogilu,1190.0,2,2,50.66,2
5680,Kogilu,1140.0,2,2,50.66,2
5681,Kogilu,1559.0,3,2,120.0,3
5682,Kogilu,700.0,1,1,30.84,1
5683,Kogilu,1250.0,2,1,55.55,2
5684,Kogilu,1200.0,2,1,53.33,2
5685,Kogilu,1200.0,6,3,105.0,8
5686,Kogilu,952.0,2,2,49.0,2
5687,Kogilu,700.0,1,1,30.84,1
5688,Kogilu,1250.0,2,1,55.55,2
5689,Kogilu,2456.0,7,2,85.0,7
5690,Kogilu,1140.0,2,2,50.66,2
5691,Kogilu,1140.0,2,2,50.66,2
5692,Konanakunte,2791.0,3,1,223.0,3
5693,Konanakunte,884.0,1,0,58.0,2
5694,Konanakunte,1200.0,4,0,125.0,4
5695,Konanakunte,1200.0,2,1,130.0,4
5696,Konanakunte,2400.0,2,3,180.0,3
5697,Konanakunte,3746.0,6,1,375.0,4
5698,Konanakunte,1590.0,6,1,150.0,9
5699,Konanakunte,1423.0,2,2,85.0,3
5700,Konanakunte Cross,3040.0,1,1,180.0,2
5701,Konanakunte Cross,1165.0,2,2,47.0,2
5702,Konanakunte Cross,1050.0,2,2,35.0,2
5703,Konena Agrahara,1075.0,2,1,57.0,2
5704,Konena Agrahara,1000.0,2,1,50.0,2
5705,Koppa,720.0,3,1,48.0,3
5706,Koramangala,1320.0,2,1,165.0,2
5707,Koramangala,1253.0,2,1,102.0,2
5708,Koramangala,1580.0,3,2,160.0,3
5710,Koramangala,3500.0,5,2,425.0,4
5711,Koramangala,1005.0,1,1,110.0,2
5712,Koramangala,2292.0,4,1,275.0,3
5714,Koramangala,1290.0,2,3,100.0,2
5715,Koramangala,1300.0,2,3,110.0,2
5717,Koramangala,1325.0,2,2,119.0,2
5718,Koramangala,1140.0,2,1,75.2,2
5719,Koramangala,1260.0,2,3,100.0,2
5720,Koramangala,1975.0,3,2,210.0,3
5721,Koramangala,1900.0,2,1,200.0,2
5723,Koramangala,2292.0,3,2,286.0,3
5724,Koramangala,2300.0,3,3,290.0,3
5727,Koramangala,2503.0,6,2,325.0,4
5729,Koramangala,1320.0,2,1,150.0,2
5730,Koramangala,1320.0,2,2,110.0,2
5731,Koramangala,5985.0,4,2,775.0,4
5732,Koramangala,2461.0,6,2,353.0,4
5734,Koramangala,2246.0,3,0,300.0,3
5737,Koramangala,1083.0,2,1,100.0,2
5738,Koramangala,1744.0,3,1,200.0,3
5739,Koramangala,1180.0,2,1,128.0,2
5740,Koramangala,1320.0,2,1,160.0,2
5741,Koramangala,1370.0,2,2,125.0,2
5742,Koramangala,1100.0,2,2,85.0,2
5743,Koramangala,1249.0,2,1,165.0,2
5744,Koramangala,1200.0,2,2,100.0,2
5746,Koramangala,2223.0,3,2,300.0,3
5747,Koramangala,1744.0,4,1,210.0,3
5748,Koramangala,1866.0,4,2,245.0,3
5749,Koramangala,1320.0,2,1,160.0,2
5750,Koramangala,1350.0,2,2,103.0,2
5751,Koramangala,6000.0,4,0,625.0,4
5753,Koramangala,1320.0,2,1,160.0,2
5754,Koramangala,1710.0,3,2,210.0,3
5755,Koramangala,1355.0,2,2,95.0,2
5756,Koramangala,1600.0,3,1,170.0,3
5757,Koramangala,1260.0,2,1,100.0,2
5760,Koramangala Industrial Layout,5000.0,5,2,600.0,4
5761,Kothannur,1206.0,2,1,48.23,2
5762,Kothannur,1853.0,3,2,82.0,3
5764,Kothannur,1100.0,2,2,40.0,2
5765,Kothannur,1300.0,2,0,60.0,3
5766,Kothannur,1197.0,2,1,47.88,2
5767,Kothannur,740.0,2,1,34.0,2
5768,Kothannur,1197.0,2,1,47.8,2
5769,Kothannur,1070.0,2,1,42.79,2
5774,Kothannur,1070.0,2,2,38.6,2
5775,Kothannur,2000.0,4,2,95.0,4
5776,Kothannur,1350.0,2,2,42.0,2
5777,Kothannur,1485.0,2,2,59.4,3
5778,Kothannur,1215.0,2,3,48.6,3
5779,Kothannur,1085.0,2,2,34.2,2
5780,Kothannur,820.0,2,2,37.0,2
5781,Kothannur,1404.0,2,1,56.15,3
5783,Kothanur,1200.0,2,1,51.0,2
5784,Kothanur,2400.0,2,1,150.0,3
5785,Kothanur,1828.0,3,2,110.0,3
5786,Kothanur,1186.0,2,2,58.0,2
5788,Kothanur,1847.0,3,2,105.0,3
5791,Kothanur,9600.0,5,2,550.0,5
5792,Kothanur,1435.0,3,3,70.0,3
5793,Kothanur,1187.0,2,2,58.0,2
5794,Kothanur,1847.0,3,2,110.0,3
5795,Kothanur,1460.0,3,3,71.0,3
5796,Kothanur,4000.0,6,2,150.0,6
5797,Kothanur,1185.0,2,2,59.0,2
5798,Kothanur,1436.0,3,3,70.0,3
5799,Kothanur,1462.0,3,3,71.0,3
5800,Kothanur,1790.0,3,2,105.0,3
5802,Kothanur,1070.0,2,1,45.5,2
5804,Kothanur,1145.0,2,2,56.0,2
5805,Kothanur,3401.0,5,2,230.0,4
5806,Kothanur,1455.0,2,2,69.0,2
5807,Kothanur,627.0,1,1,30.0,1
5808,Kothanur,1302.0,2,1,68.5,2
5809,Kothanur,1760.0,3,2,111.0,3
5810,Kothanur,1185.0,2,2,58.0,2
5811,Kothanur,1500.0,1,0,75.0,1
5812,Kothanur,1075.0,2,2,53.0,2
5813,Kothanur,1790.0,3,0,97.0,3
5814,Kothanur,2700.0,4,2,175.0,4
5815,Kothanur,1786.0,2,2,106.0,3
5816,Kothanur,1787.0,3,2,107.0,3
5817,Kothanur,1141.0,2,2,54.0,2
5818,Kothanur,1760.0,3,2,110.0,3
5820,Kothanur,1050.0,5,0,80.0,8
5821,Kothanur,1160.0,2,2,57.0,2
5822,Kothanur,1095.0,2,2,55.0,2
5823,Kothanur,1142.0,2,2,56.0,2
5824,Kothanur,1074.0,2,2,54.0,2
5825,Kothanur,1285.0,2,1,60.0,2
5826,Kothanur,1075.0,2,2,53.0,2
5827,Kothanur,1140.0,2,2,56.0,2
5828,Kothanur,1400.0,2,1,70.0,2
5831,Kothanur,1140.0,2,2,56.0,2
5832,Kothanur,1787.0,3,2,120.0,3
5833,Kothanur,1185.0,2,2,59.0,2
5835,Kothanur,1790.0,3,2,105.0,3
5836,Kothanur,1130.0,2,2,55.0,2
5837,Kothanur,1094.0,2,2,54.0,2
5838,Kothanur,1170.0,3,2,80.0,3
5839,Kothanur,1400.0,2,2,65.0,2
5840,Kothanur,1195.0,2,2,59.0,2
5841,Kothanur,1790.0,3,2,120.0,3
5842,Kothanur,1454.0,3,3,71.5,3
5843,Kothnoor Dinne,1100.0,2,2,38.0,2
5844,Kothnur Narayanapura,1300.0,6,0,99.0,6
5845,Krishna Nagar,1000.0,4,2,90.0,5
5846,Krishna Reddy Layout,2180.0,3,2,285.0,3
5847,Krishna Reddy Layout,2180.0,3,3,273.0,3
5848,Kudlu,1152.0,2,1,53.5,2
5849,Kudlu,1027.0,2,2,43.0,2
5850,Kudlu,1092.0,2,2,44.0,2
5851,Kudlu,1027.0,2,2,43.0,2
5852,Kudlu,1092.0,2,2,44.0,2
5853,Kudlu,1143.0,2,1,55.0,2
5855,Kudlu,1024.0,2,2,44.0,2
5857,Kudlu,1600.0,3,3,79.0,3
5858,Kudlu,1027.0,2,2,42.0,2
5859,Kudlu,1076.0,2,1,50.0,2
5860,Kudlu,1027.0,2,2,44.0,2
5861,Kudlu,1084.0,2,1,53.0,2
5862,Kudlu,1300.0,2,2,56.0,2
5863,Kudlu,1027.0,2,2,44.0,2
5864,Kudlu,1245.0,2,1,60.0,3
5865,Kudlu,1027.0,2,1,44.0,2
5866,Kudlu,1110.0,2,1,46.0,2
5867,Kudlu,2100.0,3,1,114.0,4
5868,Kudlu,1027.0,2,2,44.0,2
5869,Kudlu,720.0,1,1,33.0,1
5870,Kudlu,1027.0,2,2,44.0,2
5871,Kudlu,1162.0,2,1,52.0,2
5872,Kudlu,1041.0,2,1,53.0,2
5873,Kudlu Gate,1535.0,3,2,83.0,3
5874,Kudlu Gate,1535.0,3,2,85.0,3
5876,Kudlu Gate,1535.0,3,2,86.0,3
5877,Kudlu Gate,1564.0,2,1,92.0,3
5879,Kudlu Gate,1238.0,2,3,55.0,2
5880,Kudlu Gate,1707.0,2,2,99.745,3
5881,Kudlu Gate,1335.0,3,2,89.0,3
5882,Kudlu Gate,703.0,1,1,52.0,1
5883,Kudlu Gate,1535.0,3,2,86.0,3
5884,Kudlu Gate,1532.0,3,2,83.0,3
5885,Kudlu Gate,1113.0,2,1,50.0,2
5887,Kudlu Gate,1185.0,2,1,50.0,2
5891,Kudlu Gate,1215.0,2,1,45.0,2
5892,Kudlu Gate,812.0,2,1,38.25,2
5893,Kudlu Gate,1547.0,2,2,103.0,2
5894,Kudlu Gate,1336.0,2,1,86.0,2
5895,Kudlu Gate,1919.0,3,2,121.0,3
5896,Kudlu Gate,1464.0,3,3,56.0,2
5897,Kudlu Gate,1535.0,3,2,85.0,3
5898,Kudlu Gate,1850.0,3,2,120.0,3
5899,Kudlu Gate,940.0,2,1,69.57,2
5900,Kudlu Gate,1215.0,2,1,44.96,2
5901,Kudlu Gate,1164.0,2,2,75.0,2
5902,Kudlu Gate,3850.0,6,0,205.0,4
5903,Kudlu Gate,1183.0,2,1,79.54,2
5904,Kudlu Gate,1850.0,3,2,110.0,3
5906,Kudlu Gate,1183.0,2,1,79.54,2
5907,Kudlu Gate,1200.0,2,1,44.4,2
5909,Kudlu Gate,1310.0,2,2,53.0,2
5910,Kullappa Colony,1060.0,2,2,60.0,2
5911,Kumara Park,2200.0,4,2,350.0,3
5912,Kumara Park,2000.0,3,3,207.0,3
5913,Kumara Park,1150.0,2,0,250.0,2
5914,Kumara Park,3500.0,5,1,800.0,4
5915,Kumarapalli,1240.0,2,2,52.6,2
5916,Kumarapalli,1488.0,2,2,65.0,3
5917,Kumarapalli,1486.0,2,2,65.0,3
5918,Kumaraswami Layout,800.0,7,3,105.0,7
5919,Kumaraswami Layout,2000.0,4,1,139.0,4
5920,Kumaraswami Layout,1270.0,4,1,128.0,5
5921,Kumaraswami Layout,1000.0,2,1,48.5,2
5922,Kumaraswami Layout,1000.0,2,1,58.0,2
5923,Kumaraswami Layout,2400.0,7,1,125.0,7
5924,Kumaraswami Layout,2600.0,4,0,325.0,4
5925,Kumaraswami Layout,800.0,1,1,90.0,2
5926,Kumaraswami Layout,2400.0,2,1,125.0,3
5927,Kumaraswami Layout,1310.0,2,1,70.0,3
5928,Kumaraswami Layout,623.0,4,1,75.0,4
5929,Kumaraswami Layout,600.0,2,1,72.0,4
5930,Kumaraswami Layout,850.0,1,1,78.0,1
5931,Kumaraswami Layout,2600.0,4,2,300.0,4
5932,Kumaraswami Layout,1310.0,2,1,85.0,3
5933,Kumaraswami Layout,2040.0,4,3,123.0,7
5934,Kumaraswami Layout,600.0,2,1,72.0,2
5935,Kumaraswami Layout,1200.0,3,1,75.0,3
5936,Kumaraswami Layout,1081.0,2,3,60.0,2
5937,Kumbalgodu,1200.0,4,1,85.0,5
5938,Kumbena Agrahara,1180.0,2,2,50.0,2
5939,Kumbena Agrahara,1410.0,2,2,43.71,3
5940,Kundalahalli,1724.0,3,2,125.0,3
5941,Kundalahalli,1030.0,2,2,49.0,2
5942,Kundalahalli,735.0,2,1,57.99,2
5943,Kundalahalli,1047.0,2,1,82.0,2
5944,Kundalahalli,1397.0,3,3,105.0,3
5945,Kundalahalli,1724.0,3,2,127.0,3
5946,Kundalahalli,1010.0,2,1,49.27,2
5947,Kundalahalli,1397.0,3,2,110.0,3
5948,Kundalahalli,1397.0,3,2,104.0,3
5949,Kundalahalli,1397.0,3,3,108.0,3
5950,Kundalahalli,1920.0,3,2,150.0,3
5951,Kundalahalli,1397.0,3,3,105.0,3
5953,Kundalahalli,1724.0,3,2,124.0,3
5954,Kundalahalli,1047.0,2,1,84.0,2
5955,Kundalahalli,1047.0,2,1,83.0,2
5956,Kundalahalli,7000.0,4,3,550.0,4
5958,Kundalahalli,1120.0,2,1,53.76,2
5959,Kundalahalli,1047.0,2,1,82.62,2
5960,Kundalahalli,1047.0,2,1,91.0,2
5961,Kundalahalli,1724.0,3,1,146.0,3
5962,Kundalahalli,1600.0,3,2,170.0,3
5964,Kundalahalli,1724.0,3,1,125.0,3
5965,Kundalahalli,1010.0,2,1,48.27,2
5966,Kundalahalli,1047.0,2,1,89.0,2
5967,Kundalahalli,2500.0,5,2,245.0,4
5968,Kundalahalli,1397.0,3,3,105.0,3
5970,Kundalahalli,1047.0,2,1,72.0,2
5971,Kundalahalli,1260.0,2,0,58.0,2
5972,Kundalahalli,3092.0,4,3,230.0,4
5973,Kundalahalli,1065.0,2,1,70.0,2
5974,Kundalahalli,1724.0,3,1,146.0,3
5975,Kundalahalli,1047.0,2,2,91.0,2
5976,Kundalahalli,1724.0,3,2,128.0,3
5977,Kundalahalli,1315.0,2,3,74.0,2
5978,Kundalahalli,2100.0,3,2,150.0,3
5979,Kundalahalli,1724.0,3,1,125.0,3
5980,Kundalahalli,1724.0,3,3,140.0,3
5981,Kundalahalli,1175.0,2,1,65.0,2
5982,Kundalahalli Colony,1280.0,2,1,69.0,2
5983,Kundalahalli Colony,1505.0,2,2,90.0,2
5984,Kundalahalli Colony,2600.0,3,2,140.0,3
5985,Kundalahalli Colony,2065.0,3,2,130.0,3
5986,Kundalahalli Colony,1800.0,3,3,95.0,3
5987,Kundalahalli Colony,1477.0,2,2,75.0,3
5988,Kurubarahalli,800.0,1,0,52.0,1
5989,Kurubarahalli,1200.0,3,0,70.0,3
5990,Kurubarahalli,1200.0,1,0,69.0,1
5991,Kuvempu Nagar,450.0,1,1,25.0,1
5992,Kuvempu Nagar,1540.0,3,2,150.0,3
5993,Kuvempu Nagar,1375.0,2,1,45.0,2
5995,LB Shastri Nagar,1043.0,2,2,55.0,2
5996,LB Shastri Nagar,1184.0,2,1,69.0,2
5997,LB Shastri Nagar,665.0,1,2,32.0,1
5998,LB Shastri Nagar,1250.0,2,2,48.5,2
5999,LB Shastri Nagar,1400.0,2,2,80.0,3
6000,LB Shastri Nagar,1184.0,2,1,62.0,2
6001,LB Shastri Nagar,1200.0,2,1,47.0,2
6002,LB Shastri Nagar,1200.0,2,1,75.0,2
6003,LB Shastri Nagar,1000.0,2,1,49.5,2
6004,Laggere,2800.0,5,2,125.0,5
6005,Laggere,1200.0,1,1,125.0,1
6006,Laggere,1200.0,2,0,75.0,2
6007,Laggere,620.0,2,0,48.0,1
6008,Laggere,1800.0,8,1,110.0,8
6009,Laggere,1590.0,9,3,132.0,7
6010,Lake City,750.0,2,1,28.0,2
6011,Lake City,780.0,2,1,31.0,2
6012,Lake City,600.0,1,1,22.8,1
6013,Lakkasandra,1500.0,6,0,210.0,7
6014,Lakshmi Layout,600.0,5,2,85.0,4
6015,Lakshmi Layout,1200.0,4,2,115.0,6
6016,Lakshmiamma Garden,1800.0,3,3,120.0,3
6017,Lakshmiamma Garden,3000.0,3,1,265.0,3
6018,Lakshminarayana Pura,1185.0,2,2,75.0,2
6019,Lakshminarayana Pura,1600.0,2,1,108.0,3
6020,Lakshminarayana Pura,1180.0,2,2,75.0,2
6021,Lakshminarayana Pura,1172.0,2,2,82.0,2
6022,Lakshminarayana Pura,1179.0,2,1,75.0,2
6023,Lakshminarayana Pura,1149.0,2,1,75.0,2
6024,Lakshminarayana Pura,1336.0,2,2,100.0,2
6025,Lakshminarayana Pura,1175.0,2,2,75.0,2
6026,Lakshminarayana Pura,1190.0,2,1,75.0,2
6027,Lakshminarayana Pura,1200.0,2,1,75.0,2
6028,Lakshminarayana Pura,1200.0,2,2,75.0,2
6029,Lakshminarayana Pura,1165.0,2,2,75.0,2
6030,Lakshminarayana Pura,1145.0,2,1,75.0,2
6031,Lakshminarayana Pura,1500.0,3,2,104.0,3
6032,Lakshminarayana Pura,1210.0,2,2,75.0,2
6033,Lakshminarayana Pura,1169.0,2,2,75.0,2
6034,Lakshminarayana Pura,1200.0,2,1,75.0,2
6035,Lakshminarayana Pura,1172.0,2,1,75.0,2
6036,Lakshminarayana Pura,1172.0,2,2,75.0,2
6037,Lakshminarayana Pura,1180.0,2,1,75.0,2
6038,Lakshminarayana Pura,1200.0,2,3,83.0,2
6039,Lakshminarayana Pura,1200.0,2,2,80.0,2
6040,Lakshminarayana Pura,1195.0,2,1,75.0,2
6041,Lakshminarayana Pura,1200.0,2,1,80.0,2
6042,Lakshmipura,1200.0,2,0,75.0,2
6043,Lal Bahadur Shastri Nagar,2400.0,2,2,185.0,3
6044,Langford Town,1355.0,2,2,115.0,2
6045,Lavakusha Nagar,1431.0,3,2,65.0,3
6046,Lavakusha Nagar,1535.0,3,1,72.0,3
6047,Lavelle Road,1000.0,2,0,150.0,2
6048,Lavelle Road,985.0,2,1,156.0,2
6049,Lavelle Road,1919.0,3,0,300.0,3
6050,Laxmi Sagar Layout,1614.0,3,1,110.0,3
6051,Laxmi Sagar Layout,1140.0,2,1,76.0,2
6052,Laxmi Sagar Layout,3100.0,3,3,250.0,3
6053,Lingadheeranahalli,1521.0,3,1,95.0,3
6054,Lingadheeranahalli,1511.0,3,1,95.0,3
6055,Lingadheeranahalli,1683.0,3,1,109.0,3
6056,Lingadheeranahalli,1519.0,3,1,93.0,3
6057,Lingadheeranahalli,1521.0,3,1,94.99,3
6058,Lingadheeranahalli,1682.0,3,1,120.0,3
6059,Lingadheeranahalli,1521.0,3,1,94.71,3
6060,Lingadheeranahalli,1893.0,3,1,130.0,3
6061,Lingadheeranahalli,1705.0,3,1,110.0,3
6062,Lingadheeranahalli,2245.0,4,2,154.0,4
6063,Lingadheeranahalli,1682.0,3,1,113.0,3
6064,Lingadheeranahalli,1682.0,3,1,114.0,3
6065,Lingadheeranahalli,1506.0,3,1,95.0,3
6066,Lingadheeranahalli,1683.0,3,1,110.0,3
6067,Lingadheeranahalli,1684.0,3,1,120.0,3
6068,Lingadheeranahalli,2236.0,4,2,153.0,4
6069,Lingadheeranahalli,1894.0,4,1,114.0,3
6070,Lingadheeranahalli,2240.0,4,2,160.0,4
6071,Lingarajapuram,600.0,7,2,63.0,6
6072,Lingarajapuram,800.0,2,1,55.0,2
6073,Lingarajapuram,1280.0,5,3,150.0,7
6074,Lingarajapuram,360.0,4,3,37.0,4
6075,Lottegolla Halli,1950.0,3,2,90.0,3
6076,Lottegolla Halli,1250.0,2,2,55.0,2
6077,M V Extenstion,900.0,5,2,100.0,6
6078,M V Extenstion,900.0,5,2,135.0,5
6079,MCECHS  layout,1500.0,2,2,65.0,3
6080,MCECHS  layout,1500.0,3,2,65.0,3
6081,MCECHS  layout,1200.0,2,2,54.0,2
6082,MLA Layout,970.0,2,1,40.0,2
6083,MS Pallya,1783.0,3,1,115.0,3
6084,MS Pallya,1200.0,3,0,90.0,3
6085,MS Pallya,1100.0,3,1,78.0,3
6086,MS Pallya,1800.0,4,1,68.0,5
6087,MS Pallya,2400.0,4,1,88.0,4
6088,Madavara,612.0,3,0,47.0,4
6089,Madiwala,1250.0,3,2,39.0,3
6090,Madiwala,1250.0,3,2,43.0,3
6091,Madiwala,800.0,2,2,80.0,3
6092,Madiwala,1250.0,3,2,39.5,3
6093,Madiwala,1165.0,2,2,45.0,2
6094,Magadi Road,3600.0,6,0,141.0,6
6095,Magadi Road,1116.0,2,1,50.0,2
6097,Magadi Road,884.0,2,1,41.1,2
6098,Magadi Road,1005.0,2,1,55.78,2
6099,Magadi Road,1000.0,2,0,46.5,2
6100,Magadi Road,1500.0,2,2,93.0,4
6101,Magadi Road,1350.0,1,0,100.0,2
6103,Magadi Road,1345.0,2,2,55.0,2
6105,Magadi Road,5000.0,6,1,360.0,5
6106,Magadi Road,1116.0,2,1,51.89,2
6107,Magadi Road,1052.0,2,1,60.0,3
6108,Magadi Road,940.0,2,2,50.0,2
6109,Magadi Road,1318.0,2,1,68.0,3
6110,Magadi Road,800.0,4,2,60.0,4
6112,Magadi Road,884.0,2,1,48.0,2
6114,Mahadevpura,1150.0,2,3,52.0,2
6115,Mahadevpura,1250.0,2,3,52.0,2
6116,Mahadevpura,1260.0,2,3,57.6,2
6117,Mahadevpura,730.0,1,1,35.0,1
6118,Mahadevpura,1434.0,2,1,67.39,3
6119,Mahadevpura,1146.0,2,1,53.8,2
6120,Mahadevpura,1532.0,2,2,62.0,2
6121,Mahadevpura,1620.0,2,1,76.0,3
6122,Mahadevpura,1136.0,2,3,64.5,2
6123,Mahadevpura,1400.0,2,2,65.8,3
6124,Mahadevpura,1137.0,2,1,53.4,2
6125,Mahadevpura,1601.0,3,2,95.0,3
6126,Mahadevpura,1450.0,3,2,75.0,3
